Text,Type
Sciegen,PH_ORG
Valeant,PH_ORG
Epic,PH_ORG
Meridian,PH_ORG
Breckenridge,PH_ORG
Lot,PH_ORG
Perrigo,PH_ORG
Aurolife,PH_ORG
Teva,PH_ORG
Forest,PH_ORG
Ajanta,PH_ORG
Hikma,PH_ORG
Apothecon,PH_ORG
Chemi,PH_ORG
Heritage,PH_ORG
Chiesi,PH_ORG
Parke,PH_ORG
Cadence,PH_ORG
Matrix,PH_ORG
Deproco,PH_ORG
Allied,PH_ORG
DBL,PH_ORG
Mission Pharmacal,PH_ORG
Solvay,PH_ORG
Kudco,PH_ORG
Emma,PH_ORG
AR,PH_ORG
Nesher,PH_ORG
X-Gen,PH_ORG
Arbrook,PH_ORG
Cis,PH_ORG
Precision Dermat,PH_ORG
Organon,PH_ORG
Novatech,PH_ORG
ECI,PH_ORG
Freseni Kabi,PH_ORG
Rockwell,PH_ORG
Mallinckrodt,PH_ORG
Bundy,PH_ORG
Emcure,PH_ORG
Hi-Tech Pharmacal,PH_ORG
Acs Dobfar,PH_ORG
Feinstein,PH_ORG
Barr,PH_ORG
Strides,PH_ORG
Specgx,PH_ORG
Italfarmaco,PH_ORG
Fosun,PH_ORG
Mast,PH_ORG
Whiteworth,PH_ORG
Ots A,PH_ORG
Alkermes,PH_ORG
Astrazeneca,PH_ORG
Rtrx,PH_ORG
Vangard,PH_ORG
Feinstein Institute,PH_ORG
Homeopath,PH_ORG
Inventia,PH_ORG
ACI,PH_ORG
Amring,PH_ORG
Teligent,PH_ORG
KV,PH_ORG
Alpha Thera,PH_ORG
Jubilant Draximage,PH_ORG
Vitarine,PH_ORG
Gavis ,PH_ORG
Leadiant Biosci,PH_ORG
Boca,PH_ORG
Interpharm,PH_ORG
Perrigo,PH_ORG
Prinston,PH_ORG
Mylan,PH_ORG
Micro,PH_ORG
Alza,PH_ORG
Eli Lilly,PH_ORG
Ecr,PH_ORG
Krka Tovarna,PH_ORG
Hetero,PH_ORG
Lupin Atlantis,PH_ORG
Worldmeds,PH_ORG
SI,PH_ORG
Altana,PH_ORG
Parkedale,PH_ORG
Bristol Myers,PH_ORG
AM Antibiotics,PH_ORG
Medicated,PH_ORG
Novast,PH_ORG
Smith & Nephew,PH_ORG
Ferring ,PH_ORG
Ranbaxy,PH_ORG
Rexall,PH_ORG
Abbvie Endocrine,PH_ORG
Crown,PH_ORG
Socorro,PH_ORG
Egalet,PH_ORG
Cypress,PH_ORG
Teligent,PH_ORG
Rhodes ,PH_ORG
Actelion ,PH_ORG
Teva,PH_ORG
Searle,PH_ORG
Valid,PH_ORG
Copley,PH_ORG
Everylife,PH_ORG
PLX,PH_ORG
Genentech,PH_ORG
Linde Gas,PH_ORG
Exeltis,PH_ORG
Gen Lifesciences,PH_ORG
Freseni,PH_ORG
KVK,PH_ORG
Nephron,PH_ORG
Endo,PH_ORG
Airgas,PH_ORG
Centocor Ortho,PH_ORG
Liebel-Flarsheim,PH_ORG
Tablicaps,PH_ORG
Pliva,PH_ORG
Suven,PH_ORG
Helsin,PH_ORG
Fougera,PH_ORG
Alcon,PH_ORG
Janssen,PH_ORG
Immunex,PH_ORG
Dey,PH_ORG
Avacor,PH_ORG
Bionpharma,PH_ORG
Cumberland,PH_ORG
Aprecia,PH_ORG
Avadel,PH_ORG
Banner Pharmacaps,PH_ORG
Midwest,PH_ORG
Xellia,PH_ORG
Auxilium,PH_ORG
Holland Rantos,PH_ORG
Nex,PH_ORG
Xanodyne,PH_ORG
Lundbeck,PH_ORG
Paddock,PH_ORG
Regeneron ,PH_ORG
Cadista,PH_ORG
Apopharma,PH_ORG
Savage,PH_ORG
Cipher,PH_ORG
Seton,PH_ORG
Alpharma,PH_ORG
Apex,PH_ORG
Aralez,PH_ORG
Sponsorname,PH_ORG
Iroko,PH_ORG
Taro,PH_ORG
Athenex,PH_ORG
Orexo,PH_ORG
Osmotica,PH_ORG
Schering Plough,PH_ORG
Spectron,PH_ORG
Miza,PH_ORG
Squibb,PH_ORG
Acme,PH_ORG
Wyeth,PH_ORG
Samson,PH_ORG
Vale,PH_ORG
Chartwell,PH_ORG
Lavipharm,PH_ORG
Appco,PH_ORG
60 Degrees,PH_ORG
Recordati,PH_ORG
Sterling Winthrop,PH_ORG
Robins Ah,PH_ORG
Thepharmanetwork,PH_ORG
Monarch,PH_ORG
Naska,PH_ORG
Acorda,PH_ORG
Heritage,PH_ORG
Draximage,PH_ORG
Falcon,PH_ORG
Avadel,PH_ORG
Mcneil Janssen,PH_ORG
Nortec,PH_ORG
Gensia Sicor,PH_ORG
Mallinkrodt,PH_ORG
Chase,PH_ORG
Vistapharm,PH_ORG
Avanthi,PH_ORG
Odyssey,PH_ORG
Ucla,PH_ORG
Tedor,PH_ORG
Apotex,PH_ORG
Apollo,PH_ORG
Spriaso,PH_ORG
Chemisch,PH_ORG
Dow,PH_ORG
Chartwell,PH_ORG
Astrazeneca,PH_ORG
Alvogen,PH_ORG
Humanwell Puracap,PH_ORG
Hisun,PH_ORG
Jazz Intl,PH_ORG
Nylos,PH_ORG
Renaissance SSA,PH_ORG
Ascent,PH_ORG
Becton Dickinson,PH_ORG
Apnar,PH_ORG
Sankyo,PH_ORG
Dentsply,PH_ORG
Unichem,PH_ORG
Aurobindo,PH_ORG
Aqua,PH_ORG
Injectalia,PH_ORG
Dyax,PH_ORG
Aegerion,PH_ORG
Actavis Totowa,PH_ORG
HRA,PH_ORG
Graham DM,PH_ORG
Pharmadax,PH_ORG
Genpharm,PH_ORG
Pharmeral,PH_ORG
Roaco,PH_ORG
R & S,PH_ORG
Actavis,PH_ORG
Granules,PH_ORG
Mips,PH_ORG
Salix,PH_ORG
Alcon,PH_ORG
Advance Biofactures,PH_ORG
Digestive,PH_ORG
Lyphomed,PH_ORG
Army,PH_ORG
Serono,PH_ORG
Gen Electric,PH_ORG
OMJ,PH_ORG
Anabolic,PH_ORG
Apgdi,PH_ORG
Udl,PH_ORG
HRA,PH_ORG
Camall,PH_ORG
Purdue,PH_ORG
Northstar,PH_ORG
Amphastar,PH_ORG
Somerset,PH_ORG
Pacira,PH_ORG
Natco,PH_ORG
Baker Norton,PH_ORG
Future Pak,PH_ORG
Lannett,PH_ORG
Sunovion,PH_ORG
Fisons,PH_ORG
Ingen,PH_ORG
Roche,PH_ORG
Iso Tex,PH_ORG
Progenics,PH_ORG
Carlsbad,PH_ORG
Pliva,PH_ORG
Zyd,PH_ORG
Noven,PH_ORG
Duramed,PH_ORG
Amerigen,PH_ORG
Aton,PH_ORG
Sigmapharm,PH_ORG
Halozyme,PH_ORG
Scherer,PH_ORG
Newgen,PH_ORG
Perrigo,PH_ORG
Paco,PH_ORG
Fera,PH_ORG
Key,PH_ORG
Lanthe,PH_ORG
Braintree,PH_ORG
3M,PH_ORG
Monterey,PH_ORG
Tris,PH_ORG
Unimark Remedies,PH_ORG
Meridian,PH_ORG
Acella,PH_ORG
Emcure,PH_ORG
Ohm,PH_ORG
CP,PH_ORG
CMP,PH_ORG
Pamlab,PH_ORG
Johnson And Johnson,PH_ORG
Tetraphase,PH_ORG
Noven,PH_ORG
Adare,PH_ORG
Pharmaderm,PH_ORG
Corepharma,PH_ORG
Ailex,PH_ORG
Hikma,PH_ORG
Pragma,PH_ORG
Neopharma,PH_ORG
CTF,PH_ORG
Cheplapharm,PH_ORG
Pharmachemie,PH_ORG
Orit,PH_ORG
Janssen,PH_ORG
Bi-Coastal,PH_ORG
FDC,PH_ORG
Hoffman-La Roche,PH_ORG
Tcg Fluent,PH_ORG
Concordia,PH_ORG
Syosset,PH_ORG
Corden,PH_ORG
Hitech,PH_ORG
P & L,PH_ORG
Amneal,PH_ORG
Rorer,PH_ORG
Wyeth,PH_ORG
Eurohealth,PH_ORG
Bio-Pharm,PH_ORG
MDGH,PH_ORG
Sanofi Synthelabo,PH_ORG
Blue Earth,PH_ORG
Kala,PH_ORG
Navinta,PH_ORG
Larken,PH_ORG
Sucampo,PH_ORG
Meda,PH_ORG
West Ward,PH_ORG
Armour,PH_ORG
Halocarbon,PH_ORG
Assertio,PH_ORG
CR,PH_ORG
Aptalis,PH_ORG
ACS,PH_ORG
Caraco,PH_ORG
Procter And Gamble,PH_ORG
Eagle,PH_ORG
NCM,PH_ORG
Valeant,PH_ORG
Sunovion,PH_ORG
Pelagi,PH_ORG
Exela,PH_ORG
Pharmalucence,PH_ORG
Muro,PH_ORG
JDS,PH_ORG
Roche,PH_ORG
TherapeuticsMD,PH_ORG
Maia,PH_ORG
Amphastar,PH_ORG
SBPharmco,PH_ORG
Liss,PH_ORG
Cardinal,PH_ORG
Lek,PH_ORG
Shertech,PH_ORG
Collegium,PH_ORG
Akorn,PH_ORG
Cintex,PH_ORG
Adapt,PH_ORG
Valeant,PH_ORG
Intergel,PH_ORG
New River,PH_ORG
Allerquest,PH_ORG
Cspc Ouyi,PH_ORG
Optopics,PH_ORG
Kempharm,PH_ORG
Ro Es Point,PH_ORG
Anacor,PH_ORG
Miles,PH_ORG
Mannkind,PH_ORG
Olta,PH_ORG
Rempex,PH_ORG
Hisamitsu,PH_ORG
Hetero,PH_ORG
Liaoning Chengda,PH_ORG
Javelin,PH_ORG
Mountain,PH_ORG
Franklin,PH_ORG
Vpna,PH_ORG
Skyepharma,PH_ORG
Nitro Oxide,PH_ORG
Stiefel,PH_ORG
Promi,PH_ORG
Neos,PH_ORG
MSD,PH_ORG
Merck,PH_ORG
Teva,PH_ORG
Allegis,PH_ORG
Horizon,PH_ORG
STI,PH_ORG
Crossmedika,PH_ORG
Soapco,PH_ORG
Apil,PH_ORG
Uluru,PH_ORG
Jazz,PH_ORG
Santos,PH_ORG
Edenbridge,PH_ORG
Leiner,PH_ORG
Army Walter Reed,PH_ORG
Taiho Oncology,PH_ORG
Virt,PH_ORG
Egis,PH_ORG
Pohl Boskamp,PH_ORG
Triax,PH_ORG
Exalenz,PH_ORG
Synthon,PH_ORG
Gastroentero,PH_ORG
Allergan Herbert,PH_ORG
Renata,PH_ORG
Braintree,PH_ORG
Romark,PH_ORG
Depomed,PH_ORG
Airgas Merchants Gases,PH_ORG
Kitov ,PH_ORG
Pal Pak,PH_ORG
Prim ,PH_ORG
Sofgen ,PH_ORG
Aveva,PH_ORG
Ferrante,PH_ORG
Praxair,PH_ORG
Colgate,PH_ORG
Ecolab,PH_ORG
Yung Shin,PH_ORG
Clinigen,PH_ORG
Institut Biochimique,PH_ORG
Medimetriks ,PH_ORG
Glaxo,PH_ORG
Metrics,PH_ORG
Aton Vpna,PH_ORG
Bowman ,PH_ORG
Guardian,PH_ORG
Aspen,PH_ORG
Dynapharm,PH_ORG
Dorc,PH_ORG
Royce,PH_ORG
Central Radiopharm,PH_ORG
Medefil,PH_ORG
Amag ,PH_ORG
Methapharm,PH_ORG
Veroscience,PH_ORG
GW,PH_ORG
Carlisle,PH_ORG
Liconsa,PH_ORG
Mirror,PH_ORG
Renaissance,PH_ORG
Cadila,PH_ORG
Acetylene Oxygene,PH_ORG
Hznp,PH_ORG
Genera,PH_ORG
Leading,PH_ORG
Scios,PH_ORG
Osmotica,PH_ORG
Perrigo Finco,PH_ORG
Paddock Labs,PH_ORG
Martec,PH_ORG
Boscogen,PH_ORG
Basf,PH_ORG
Bell,PH_ORG
Atlas,PH_ORG
Hot Shots,PH_ORG
Agios,PH_ORG
Sage,PH_ORG
Cephazone,PH_ORG
Par,PH_ORG
TG UNITED,PH_ORG
Abon,PH_ORG
Kendall,PH_ORG
Recro Gainesville,PH_ORG
Ingram,PH_ORG
Ingen,PH_ORG
IDT,PH_ORG
Tedor,PH_ORG
Organics Lagrange,PH_ORG
Merz,PH_ORG
Ariad,PH_ORG
UCSF,PH_ORG
Polygen,PH_ORG
Norco,PH_ORG
Hamamatsu,PH_ORG
Combe,PH_ORG
Theraps,PH_ORG
Del Ray,PH_ORG
Gilbert,PH_ORG
Dava,PH_ORG
Roerig,PH_ORG
Belmora,PH_ORG
Viv,PH_ORG
Pharmacyclics,PH_ORG
Belcher,PH_ORG
LPI,PH_ORG
McGaw,PH_ORG
Indoco,PH_ORG
Egis,PH_ORG
Silvergate,PH_ORG
Eisai,PH_ORG
Aspen,PH_ORG
Gemini,PH_ORG
MD,PH_ORG
Takeda,PH_ORG
Elan,PH_ORG
Bluefield,PH_ORG
Solartec,PH_ORG
Qualiphar,PH_ORG
Eurogenerics,PH_ORG
Omega,PH_ORG
Heel,PH_ORG
Pi - Pharma,PH_ORG
Aguettant,PH_ORG
Aspen,PH_ORG
Bailleul,PH_ORG
Molnlycke,PH_ORG
Mylan,PH_ORG
Thea,PH_ORG
Dr. Falk,PH_ORG
Bomedys,PH_ORG
CSP Benelux,PH_ORG
Leo,PH_ORG
Smb,PH_ORG
Impexeco,PH_ORG
Therabel,PH_ORG
J & J,PH_ORG
Accord,PH_ORG
Novum,PH_ORG
Amophar,PH_ORG
Sterop,PH_ORG
Viiv,PH_ORG
Alk,PH_ORG
Medicines  ,PH_ORG
Bailleul - Biorga,PH_ORG
Tilman,PH_ORG
Vemedia,PH_ORG
Vsm,PH_ORG
Mithra,PH_ORG
Urgo,PH_ORG
Pharmacobel,PH_ORG
Sigma - Tau,PH_ORG
Medgenix,PH_ORG
Medeco,PH_ORG
Lamepro,PH_ORG
Bepharbel,PH_ORG
Trenker,PH_ORG
Hartmann,PH_ORG
Labolife,PH_ORG
Widmer,PH_ORG
Hospithera,PH_ORG
Mercury,PH_ORG
Kela,PH_ORG
Nuron,PH_ORG
Continental,PH_ORG
Denta,PH_ORG
Lagepha,PH_ORG
C.A.F. - D.C.F,PH_ORG
Neocare,PH_ORG
Prostrakan,PH_ORG
Movianto,PH_ORG
Merck,PH_ORG
Alkopharm,PH_ORG
ABC,PH_ORG
Reskin,PH_ORG
Eutherapie,PH_ORG
Tramedico,PH_ORG
Lohmann,PH_ORG
Ojg,PH_ORG
Acraf,PH_ORG
Aptalis,PH_ORG
Viropharma,PH_ORG
Infarama,PH_ORG
Lambo,PH_ORG
Medtronic,PH_ORG
Eumedica,PH_ORG
Conforma,PH_ORG
I.D. Phar,PH_ORG
Flen,PH_ORG
Tmc,PH_ORG
Ursapharm,PH_ORG
Lca,PH_ORG
Vertex,PH_ORG
Pierre Fabre,PH_ORG
Arkopharma,PH_ORG
Pharmethic,PH_ORG
Biohorma,PH_ORG
Sanico,PH_ORG
Aop,PH_ORG
Nootens,PH_ORG
Limacom,PH_ORG
Pannoc ,PH_ORG
Vesale,PH_ORG
Purna,PH_ORG
Finox,PH_ORG
Contrel,PH_ORG
Clintec,PH_ORG
Bluecies,PH_ORG
Varvarnavas,PH_ORG
Pharmabide,PH_ORG
Orphelia,PH_ORG
Rad Neurim ,PH_ORG
Baxter,PH_ORG
Kite,PH_ORG
Vivanta,PH_ORG
Lyomark,PH_ORG
Belpharma,PH_ORG
Absolute,PH_ORG
Absolut,PH_ORG
Audi,PH_ORG
Zhejiang Huahai,PH_ORG
